-68.223396,108.166676
-68.341908,92.272483
-73.329023,-59.123819
-77.796835,9.918825
-71.016018,4.154867
-66.038137,61.975845
-74.959643,-128.399478
-80.815726,48.224866
-78.424549,-64.082048
-75.424794,-160.759513
-89.970961,66.791908
-83.0643,-79.258114
-86.810175,133.313099
-67.329414,-37.1762
-82.331469,134.225828
-86.815464,150.204382
-89.462546,140.916784
-86.536644,-111.730125
-68.941359,145.629384
-87.223523,-134.66401
-87.712676,133.402719
-68.594872,-21.297453
-73.996273,121.821715
-76.310961,-75.711687
-82.841008,47.251088
-73.476592,111.819879
-71.324383,163.236748
-81.583987,95.180155
-66.961649,58.550497
-88.716467,67.828408
-79.845849,-126.993233
-72.728268,28.333605
-83.797118,-121.425282
-74.591696,-46.754429
-73.036806,139.022269
-82.167742,161.413046
-80.351618,93.686144
-74.113352,-56.203802
-72.116681,-164.045884
-80.900783,-140.411323
-78.831602,-177.919621
-84.099569,-69.051613
-76.512581,124.140351
-86.472814,47.396797
-78.487175,163.664568
-74.435258,141.288253
-79.8511,-97.341252
-75.566457,117.61124
-80.495712,12.949928
-88.990528,-58.523209
-84.94243,16.962867
-76.625404,47.964759
-78.540324,43.973564
-73.845126,119.341658
-89.016146,-155.153357
-89.187792,-77.872472
-67.223561,-14.523869
-70.13048,103.874589
-80.744632,-107.281142
-86.421833,29.737644
-69.139428,-56.598746
-77.516799,-76.134704
-76.442358,-90.528822
-77.79544,40.347205
-80.54718,12.300709
-89.800413,0.752997
-72.891877,122.661239
-76.825793,-79.407569
-87.441154,56.065313
-80.809911,-45.283228
-83.619934,-98.224155
-78.371399,-0.537815
-72.923634,93.711479
-77.305293,155.627581
-80.788619,-91.340238
-86.123548,-72.275968
-84.955468,167.97193
-85.376048,75.000268
-86.736947,8.483856
-85.864943,-27.496699
-69.366736,74.03561
-84.683649,124.195183
-75.391917,57.174306
-79.198112,-112.065596
-81.964851,-178.712545
-74.288304,153.390009
-78.469596,-65.970441
-73.936362,134.093476
-72.538792,-173.980968
-77.072852,-2.179017
-79.791443,90.121364
-85.373863,-13.03899
-70.587936,67.036444
-85.822883,-84.997077
-67.015205,-67.996776
-74.282291,131.213762
-75.562495,105.130434
-83.229282,72.234083
-66.127499,27.042448
-89.62482,-162.361401
