-69.094326,43.370515
-71.954844,-27.629466
-89.894934,179.895791
-75.986776,-22.116125
-66.297187,6.7728
-75.819367,-160.186415
-88.141321,10.926211
-87.608056,36.267027
-69.106194,136.384088
-79.15612,-29.567019
-89.530169,163.416692
-78.410959,5.375715
-82.872904,34.409883
-70.948232,-98.943662
-73.588081,70.053889
-72.316882,65.91515
-84.816785,-59.069123
-66.223278,-0.414511
-84.621931,-128.54969
-74.504228,142.565915
-75.217605,11.092717
-81.754466,-99.183854
-76.789019,77.790349
-68.495047,108.383669
-89.340509,62.508653
-73.902035,49.499033
-83.692381,71.752911
-68.389058,-85.114852
-66.383711,146.949575
-87.932717,158.30229
-74.08077,29.605645
-86.660969,162.307555
-87.55597,105.987351
-71.128524,137.679259
-86.105505,-43.39814
-73.981124,89.969794
-75.435144,-90.363708
-76.626876,-31.734479
-70.987166,-92.870968
-86.508681,173.023893
-87.739365,24.856592
-89.195563,-38.705001
-88.848451,-81.760926
-86.223614,-33.79115
-84.672341,-34.914206
-66.963648,-131.628896
-66.578373,-27.447634
-88.160724,-79.546846
-89.527022,-117.479186
-67.091119,73.782554
-76.402813,-6.327847
-74.392955,2.846015
-69.254231,142.74773
-66.137706,73.952479
-69.400375,-125.422782
-69.388928,-122.574294
-67.137543,165.195041
-71.416982,-91.413721
-89.478103,-144.311233
-87.699578,9.867809
-87.270271,12.021188
-66.265324,133.116478
-74.267836,109.7323
-67.238044,-102.427614
-70.377253,-98.647985
-75.133586,74.299599
-78.291043,105.531391
-79.018865,-2.842695
-74.414176,-52.992415
-67.073786,135.073109
-84.485715,100.794141
-79.429795,68.283721
-77.782653,-20.764252
-79.924098,167.547399
-83.651508,-97.646783
-73.866329,167.052759
-68.670336,-1.626036
-88.7041,178.647558
-83.129962,68.840651
-75.270398,103.2941
-85.882996,-90.281574
-77.382311,136.453807
-69.792549,-91.085659
-76.807635,-95.726907
-88.451345,120.273366
-89.397187,161.538107
-70.471196,-137.553457
-77.707472,-122.497762
-82.423578,-135.506213
-77.555031,-97.519976
-86.545491,-44.951892
-87.113748,-158.905917
-71.182327,-177.841789
-79.473537,79.155009
-84.234655,-55.26151
-80.900347,-34.665588
-75.516704,-7.581736
-85.509391,54.696559
-77.290162,35.888016
-75.479873,105.737325
